#EEP,M/Mo,LogTeff,LogG,LogL/Lo,Gaia_G,Gaia_BP,Gaia_RP
63,1.67341,4.0817,4.5672,1.3971,1.6367,1.5247,1.8309
64,1.678375,4.0822,4.5661,1.4011,1.6454,1.5354,1.8338
65,1.684443,4.0835,4.5651,1.4072,1.6491,1.5417,1.8339
66,1.694553,4.0853,4.5631,1.4186,1.6407,1.5341,1.8227
67,1.825679,4.1171,4.5293,1.6237,1.2492,1.1174,1.4797
68,1.820098,4.1142,4.5246,1.6125,1.2805,1.1552,1.5001
69,1.81937,4.1123,4.5208,1.6082,1.3004,1.1793,1.5105
70,1.999289,4.1454,4.429,1.8827,0.764,0.6225,1.0102
71,2.043788,4.1529,4.4081,1.9456,0.652,0.5085,0.9009
72,2.363782,4.2413,4.3306,2.4743,-0.2694,-0.4685,0.0734
73,2.343692,4.2288,4.3111,2.4377,-0.2161,-0.4042,0.1054
74,2.352547,4.2257,4.29,2.4471,-0.2368,-0.4193,0.0738
75,2.384272,4.228,4.2673,2.4861,-0.3083,-0.4881,-0.0034
76,2.894733,4.3201,3.9512,3.3141,-1.9009,-2.1283,-1.5245
77,2.94683,4.3187,3.8826,3.3925,-2.0833,-2.3066,-1.7147
78,2.943906,4.3063,3.8443,3.3768,-2.0958,-2.3104,-1.7446
79,2.956372,4.2983,3.8004,3.3901,-2.1554,-2.3633,-1.8174
80,2.961793,4.2884,3.7568,3.3949,-2.2024,-2.4026,-1.8792
81,2.85886,4.258,3.7731,3.224,-1.8759,-2.0491,-1.6017
82,2.862182,4.2525,3.7472,3.2264,-1.9052,-2.0747,-1.6388
83,2.866647,4.2469,3.7212,3.2316,-1.9396,-2.1053,-1.6798
84,2.871738,4.2414,3.6937,3.2363,-1.9766,-2.1386,-1.7234
85,2.876825,4.2358,3.6665,3.2424,-2.0148,-2.1725,-1.7674
86,2.880981,4.2297,3.6396,3.2466,-2.051,-2.2044,-1.8111
87,2.88222,4.2233,3.6115,3.2474,-2.0805,-2.2297,-1.8481
88,2.796395,4.2088,3.6756,3.0987,-1.7655,-1.9038,-1.5546
89,2.786039,4.2015,3.6617,3.0791,-1.7463,-1.8791,-1.5446
90,2.781765,4.1957,3.6421,3.0738,-1.7554,-1.8839,-1.5617
91,2.542325,4.1398,3.7582,2.6585,-0.9636,-1.0554,-0.8331
92,2.545681,4.1372,3.7437,2.6608,-0.9848,-1.0742,-0.8567
93,2.549851,4.1336,3.7279,2.6647,-1.0106,-1.0985,-0.8854
94,2.55395,4.1304,3.7098,2.6694,-1.0399,-1.1258,-0.9172
95,2.556921,4.1259,3.6915,2.6729,-1.0687,-1.153,-0.9498
96,2.557395,4.1218,3.6726,2.6744,-1.0942,-1.1751,-0.9778
97,2.553522,4.1169,3.6546,2.6699,-1.1091,-1.1876,-0.997
98,2.540906,4.1115,3.6457,2.6522,-1.0921,-1.1677,-0.9851
99,2.356415,4.1001,3.8791,2.3194,-0.3113,-0.3796,-0.217
100,2.333963,4.0966,3.9047,2.2737,-0.2139,-0.281,-0.1218
